,ID,빽다방,이디야,스벅,커피빈,전국대비인구비율,도시인구비율,지수_pk,지수_ed,지수_sb,지수_cb,지수_국내해외,지수_최저가,지수_최고가,지수_고가,지수_해외국내
10,광주,2.0,10.0,2.0,0.0,0.007019287343457854,54.43,0.003389830508474576,0.0039510075069142635,0.0015290519877675841,0.0,4.800908062064301,0.6185754938909431,0.0,0.20829392837196273,0.20829392837196273
11,광주 광산,2.0,18.0,11.0,0.0,0.0078058607543359596,100.0,0.003389830508474576,0.007111813512445673,0.008409785932721712,0.0,1.248740943578517,0.21839440712599964,0.0,0.8008066085623011,0.8008066085623011
12,광주 동구,4.0,4.0,7.0,0.0,0.0018229246410575038,100.0,0.006779661016949152,0.0015804030027657052,0.005351681957186544,0.0,1.562137676826719,0.978011818394657,0.0,0.6401484419935193,0.6401484419935193
13,광주 북구,2.0,11.0,10.0,0.0,0.00848555742970925,100.0,0.003389830508474576,0.00434610825760569,0.00764525993883792,0.0,1.0118607906032988,0.28268921885660464,0.0,0.9882782387523612,0.9882782387523612
14,광주 서구,3.0,14.0,14.0,1.0,0.00586909376998934,100.0,0.005084745762711864,0.005531410509679968,0.010703363914373088,0.006535947712418301,0.6158109153206212,0.2233019107711011,0.3065710510912808,0.6240262957740906,1.62387508100494
15,구리,3.0,15.0,3.0,1.0,0.003927618729411781,100.0,0.005084745762711864,0.005926511260371394,0.0022935779816513763,0.006535947712418301,1.2470949634903867,0.3445874917778331,0.4912460552943671,0.13070902267476267,0.8018635543208241
16,구미,3.0,11.0,9.0,0.0,0.008132858413949631,95.12,0.005084745762711864,0.00434610825760569,0.006880733944954129,0.0,1.3706174509528177,0.4529097025655618,0.0,0.7295981816843393,0.7295981816843393
17,군포,8.0,9.0,4.0,1.0,0.005343180734618467,100.0,0.013559322033898305,0.0035559067562228367,0.0030581039755351682,0.006535947712418301,1.783941690830314,1.031130409381886,0.3239894859388477,0.12930028978502686,0.5605564381056435
18,김포,8.0,19.0,8.0,2.0,0.008165197357568708,92.32,0.013559322033898305,0.0075069142631371,0.0061162079510703364,0.013071895424836602,1.0978800710176857,0.5079345598208742,0.480894775522166,0.1791605938163199,0.9108462995170726
19,김해,3.0,31.0,9.0,0.0,0.010297367970811749,95.34,0.005084745762711864,0.012248123271434215,0.006880733944954129,0.0,2.519043632962563,0.2658154486278244,0.0,0.3969760534969112,0.3969760534969112
20,남양주,3.0,39.0,7.0,1.0,0.013156084277988415,88.52,0.005084745762711864,0.015408929276965626,0.005351681957186544,0.006535947712418301,1.7239496526441438,0.18627790311096007,0.2528867259682791,0.19799321678552068,0.5800633437677423
21,남해,1.0,1.0,0.0,0.0,0.0008488007934386831,30.04,0.001694915254237288,0.0003951007506914263,0.0,0.0,inf,4.2898305084745765,0.0,0.0,0.0
22,논산,1.0,3.0,1.0,0.0,0.0023198754124831296,61.28,0.001694915254237288,0.001185302252074279,0.0007645259938837921,0.0,3.76732449825553,0.8692638737544145,0.0,0.26544036768349866,0.26544036768349866
